case_idx,query_field,query,target_path,target_in_index,category,hit_top5,rank,result_paths,result_paths_list,problem_type,problem_priority,rank_sort,reason_bucket,target_top_dir,target_parent,top1_path,any_same_parent,any_same_top_dir
82,complex_task_zh,我正在开发MOST网络仿真节点。我想了解MOST API的整体结构，包括如何使用Application Socket API注册功能块、如何查阅控制通道（Control Channel）和异步通道（Asynchronous Channel）的消息发送函数、以及有哪些可用的事件处理程序（如on mostMessage/OnMostPkt）和故障注入（Fault Injection）函数。,CAPLFunctions/MOST/CAPLfunctionsMOSTOverview.md,True,查询模块总览与导航,False,,"['CANoeCANalyzer/MOST/MOST_Simulation_Concept/most_simulation-concept.md', 'CAPLFunctions/MOST/Functions/CAPLfunctionMOSTApplicationNode.md', 'CAPLFunctions/MOST/Functions/CAPLfunctionMOSTGetChannel.md', 'CANoeCANalyzer/FunctionBlocks/MOSTNetworkMaster.md', 'CANoeCANalyzer/MOST/MOSTHowTos/MOSTHowTos.md']","['CANoeCANalyzer/MOST/MOST_Simulation_Concept/most_simulation-concept.md', 'CAPLFunctions/MOST/Functions/CAPLfunctionMOSTApplicationNode.md', 'CAPLFunctions/MOST/Functions/CAPLfunctionMOSTGetChannel.md', 'CANoeCANalyzer/FunctionBlocks/MOSTNetworkMaster.md', 'CANoeCANalyzer/MOST/MOSTHowTos/MOSTHowTos.md']",miss,0,99.0,same_top_module_candidates,CAPLFunctions,CAPLFunctions/MOST,CANoeCANalyzer/MOST/MOST_Simulation_Concept/most_simulation-concept.md,False,True
82,simple_task_en,I want to query an overview of MOST bus-related events and functions in CAPL.,CAPLFunctions/MOST/CAPLfunctionsMOSTOverview.md,True,查询模块总览与导航,False,,"['Shared/FunctionExplorer.md', 'CAPLFunctions/Other/CAPLGeneralStartPage.md', 'CAPLFunctions/MOST/EventProcedures/CAPLfunctionOnMOSTAllBypass.md', 'CAPLFunctions/MOST/CAPLfunctionsMOSTInputAssistant.md', 'SampConf/MOST/MOSTSpy.md']","['Shared/FunctionExplorer.md', 'CAPLFunctions/Other/CAPLGeneralStartPage.md', 'CAPLFunctions/MOST/EventProcedures/CAPLfunctionOnMOSTAllBypass.md', 'CAPLFunctions/MOST/CAPLfunctionsMOSTInputAssistant.md', 'SampConf/MOST/MOSTSpy.md']",miss,0,99.0,same_parent_candidates,CAPLFunctions,CAPLFunctions/MOST,Shared/FunctionExplorer.md,True,True
89,simple_task_zh,我想查询CANoe中支持的XCP和CCP协议相关的CAPL函数总览。,CAPLFunctions/XCP/CAPLfunctionsXCPOverview.md,True,查询模块总览与导航,False,,"['CANoeCANalyzer/AMDXCP/XCPCCPOverview.md', 'CANoeCANalyzer/AMDXCP/AMDXCP.md', 'Shared/FunctionExplorer.md', 'CAPLFunctions/Obsolete/CAPLfunctionsDeprecatedOverview.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainCAPLBrowser.md']","['CANoeCANalyzer/AMDXCP/XCPCCPOverview.md', 'CANoeCANalyzer/AMDXCP/AMDXCP.md', 'Shared/FunctionExplorer.md', 'CAPLFunctions/Obsolete/CAPLfunctionsDeprecatedOverview.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainCAPLBrowser.md']",miss,0,99.0,same_top_module_candidates,CAPLFunctions,CAPLFunctions/XCP,CANoeCANalyzer/AMDXCP/XCPCCPOverview.md,False,True
89,simple_task_en,I want to query an overview of XCP and CCP protocol-related CAPL functions supported in CANoe.,CAPLFunctions/XCP/CAPLfunctionsXCPOverview.md,True,查询模块总览与导航,False,,"['CANoeCANalyzer/AMDXCP/XCPCCPOverview.md', 'CANoeCANalyzer/AMDXCP/AMDXCP.md', 'CANoeCANalyzer/Car2x/Car2xFeatures.md', 'CANoeCANalyzer/Interfaces/MATLAB/CANoeIOLibrary/MATLABioLibXCPCalibration.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainCAPLBrowser.md']","['CANoeCANalyzer/AMDXCP/XCPCCPOverview.md', 'CANoeCANalyzer/AMDXCP/AMDXCP.md', 'CANoeCANalyzer/Car2x/Car2xFeatures.md', 'CANoeCANalyzer/Interfaces/MATLAB/CANoeIOLibrary/MATLABioLibXCPCalibration.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainCAPLBrowser.md']",miss,0,99.0,semantic_drift_or_sparse_signal,CAPLFunctions,CAPLFunctions/XCP,CANoeCANalyzer/AMDXCP/XCPCCPOverview.md,False,False
92,simple_task_zh,我想查阅CANoe中以太网和IP协议相关的CAPL函数总览。,CAPLFunctions/IP/CAPLfunctionsIPOverview.md,True,查询模块总览与导航,False,,"['CANoeCANalyzer/Ethernet/EthernetFeatures.md', 'CANoeCANalyzer/General/Programming.md', 'CAPLFunctions/CAPLfunctions.md', 'CANoeCANalyzer/CANoeCANalyzerProductFamily.md', 'SampConf/Ethernet/CANoe/BasicProprietaryProtocol/BasicProprietaryProtocolCN.md']","['CANoeCANalyzer/Ethernet/EthernetFeatures.md', 'CANoeCANalyzer/General/Programming.md', 'CAPLFunctions/CAPLfunctions.md', 'CANoeCANalyzer/CANoeCANalyzerProductFamily.md', 'SampConf/Ethernet/CANoe/BasicProprietaryProtocol/BasicProprietaryProtocolCN.md']",miss,0,99.0,same_top_module_candidates,CAPLFunctions,CAPLFunctions/IP,CANoeCANalyzer/Ethernet/EthernetFeatures.md,False,True
92,simple_task_en,I want to consult an overview of Ethernet and IP protocol-related CAPL functions in CANoe.,CAPLFunctions/IP/CAPLfunctionsIPOverview.md,True,查询模块总览与导航,False,,"['CANoeCANalyzer/Ethernet/EthernetFeatures.md', 'SampConf/Ethernet/SampConfsEthernet.md', 'CANoeCANalyzer/Ethernet/EthernetConcept.md', 'CANoeCANalyzer/CANoeCANalyzerProductFamily.md', 'CANoeCANalyzer/General/Programming.md']","['CANoeCANalyzer/Ethernet/EthernetFeatures.md', 'SampConf/Ethernet/SampConfsEthernet.md', 'CANoeCANalyzer/Ethernet/EthernetConcept.md', 'CANoeCANalyzer/CANoeCANalyzerProductFamily.md', 'CANoeCANalyzer/General/Programming.md']",miss,0,99.0,semantic_drift_or_sparse_signal,CAPLFunctions,CAPLFunctions/IP,CANoeCANalyzer/Ethernet/EthernetFeatures.md,False,False
93,simple_task_zh,我想查阅CANoe中以太网和IP协议相关的CAPL函数总览。,CAPLFunctions/IP/CAPLfunctionsIPOverview.md,True,查询模块总览与导航,False,,"['CANoeCANalyzer/Ethernet/EthernetFeatures.md', 'CANoeCANalyzer/General/Programming.md', 'CAPLFunctions/CAPLfunctions.md', 'CANoeCANalyzer/CANoeCANalyzerProductFamily.md', 'SampConf/Ethernet/CANoe/BasicProprietaryProtocol/BasicProprietaryProtocolCN.md']","['CANoeCANalyzer/Ethernet/EthernetFeatures.md', 'CANoeCANalyzer/General/Programming.md', 'CAPLFunctions/CAPLfunctions.md', 'CANoeCANalyzer/CANoeCANalyzerProductFamily.md', 'SampConf/Ethernet/CANoe/BasicProprietaryProtocol/BasicProprietaryProtocolCN.md']",miss,0,99.0,same_top_module_candidates,CAPLFunctions,CAPLFunctions/IP,CANoeCANalyzer/Ethernet/EthernetFeatures.md,False,True
93,simple_task_en,I want to consult an overview of Ethernet and IP protocol-related CAPL functions in CANoe.,CAPLFunctions/IP/CAPLfunctionsIPOverview.md,True,查询模块总览与导航,False,,"['CANoeCANalyzer/Ethernet/EthernetFeatures.md', 'SampConf/Ethernet/SampConfsEthernet.md', 'CANoeCANalyzer/Ethernet/EthernetConcept.md', 'CANoeCANalyzer/CANoeCANalyzerProductFamily.md', 'CANoeCANalyzer/General/Programming.md']","['CANoeCANalyzer/Ethernet/EthernetFeatures.md', 'SampConf/Ethernet/SampConfsEthernet.md', 'CANoeCANalyzer/Ethernet/EthernetConcept.md', 'CANoeCANalyzer/CANoeCANalyzerProductFamily.md', 'CANoeCANalyzer/General/Programming.md']",miss,0,99.0,semantic_drift_or_sparse_signal,CAPLFunctions,CAPLFunctions/IP,CANoeCANalyzer/Ethernet/EthernetFeatures.md,False,False
98,simple_task_zh,我想查询CANoe中VT系统（VT System）模块相关的CAPL函数总览。,CAPLFunctions/VTSystem/CAPLfunctionsVTSystemOverview.md,True,查询模块总览与导航,False,,"['SampConf/IOhil/CANoe/VTSystem/VTSystemOnline/VTSystemOverview.md', 'COMInterface/Objects/COMObjectVTSystem.md', 'CANoeCANalyzer/VTSystem/VTSystem.md', 'CANoeCANalyzer/VTSystem/VTSystemSetup.md', 'CANoeCANalyzer/VTSystem/VTSystemTroubleshooting.md']","['SampConf/IOhil/CANoe/VTSystem/VTSystemOnline/VTSystemOverview.md', 'COMInterface/Objects/COMObjectVTSystem.md', 'CANoeCANalyzer/VTSystem/VTSystem.md', 'CANoeCANalyzer/VTSystem/VTSystemSetup.md', 'CANoeCANalyzer/VTSystem/VTSystemTroubleshooting.md']",miss,0,99.0,lexically_related_other_branch,CAPLFunctions,CAPLFunctions/VTSystem,SampConf/IOhil/CANoe/VTSystem/VTSystemOnline/VTSystemOverview.md,False,False
98,complex_task_zh,我正在使用VT1004（负载模块）、VT2004（刺激模块）和VT7001（电源模块）搭建自动化测试台架。我想了解VT System API的分类总览，包括通用的传送周期设置（vtsSetTransferCycle）、各模块专属的控制函数（如设置测量模式、刺激波形下载、串口配置）以及如何通过系统变量调用这些方法。,CAPLFunctions/VTSystem/CAPLfunctionsVTSystemOverview.md,True,查询模块总览与导航,False,,"['SampConf/IOhil/CANoe/VTSystem/VTSystemOnline/VTSystemOverview.md', 'SampConf/IOhil/CANoe/VTSystem/VTSystemOnline/VTSystemTestSetups.md', 'CANoeCANalyzer/VTSystem/VTSystemModules.md', 'CANoeCANalyzer/VTSystem/VTSystemSysVarInterfaces.md', 'SampConf/IOhil/CANoe/VTSystem/VTSystemOnline/VTSystemHardware.md']","['SampConf/IOhil/CANoe/VTSystem/VTSystemOnline/VTSystemOverview.md', 'SampConf/IOhil/CANoe/VTSystem/VTSystemOnline/VTSystemTestSetups.md', 'CANoeCANalyzer/VTSystem/VTSystemModules.md', 'CANoeCANalyzer/VTSystem/VTSystemSysVarInterfaces.md', 'SampConf/IOhil/CANoe/VTSystem/VTSystemOnline/VTSystemHardware.md']",miss,0,99.0,lexically_related_other_branch,CAPLFunctions,CAPLFunctions/VTSystem,SampConf/IOhil/CANoe/VTSystem/VTSystemOnline/VTSystemOverview.md,False,False
98,simple_task_en,I want to query an overview of VT System module-related CAPL functions in CANoe.,CAPLFunctions/VTSystem/CAPLfunctionsVTSystemOverview.md,True,查询模块总览与导航,False,,"['SampConf/IOhil/CANoe/VTSystem/VTSystemOnline/VTSystemOverview.md', 'COMInterface/Objects/COMObjectVTSystem.md', 'CANoeCANalyzer/VTSystem/VTSystemTroubleshooting.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainTesting.md', 'CANoeCANalyzer/ISO11783/VirtualTerminalWindow/VTRequests.md']","['SampConf/IOhil/CANoe/VTSystem/VTSystemOnline/VTSystemOverview.md', 'COMInterface/Objects/COMObjectVTSystem.md', 'CANoeCANalyzer/VTSystem/VTSystemTroubleshooting.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainTesting.md', 'CANoeCANalyzer/ISO11783/VirtualTerminalWindow/VTRequests.md']",miss,0,99.0,lexically_related_other_branch,CAPLFunctions,CAPLFunctions/VTSystem,SampConf/IOhil/CANoe/VTSystem/VTSystemOnline/VTSystemOverview.md,False,False
104,simple_task_zh,我想查询CANoe中关于网络安全（Security）支持的概览和配置。,CANoeCANalyzer/Security/SecuritySupport.md,True,查询模块总览与导航,False,,"['CANoeCANalyzer/Security/Security.md', 'CANoeCANalyzer/Ribbon/StimulationSimulation/SecurityConfiguration.md', 'CANoeCANalyzer/Security/SecuritySources/SecuritySources.md', 'CANoeCANalyzer/CANoeCANalyzerProductFamily.md', 'CANoeCANalyzer/CANoeCANalyzer.md']","['CANoeCANalyzer/Security/Security.md', 'CANoeCANalyzer/Ribbon/StimulationSimulation/SecurityConfiguration.md', 'CANoeCANalyzer/Security/SecuritySources/SecuritySources.md', 'CANoeCANalyzer/CANoeCANalyzerProductFamily.md', 'CANoeCANalyzer/CANoeCANalyzer.md']",miss,0,99.0,same_parent_candidates,CANoeCANalyzer,CANoeCANalyzer/Security,CANoeCANalyzer/Security/Security.md,True,True
104,simple_task_en,I want to query the overview and configuration of Security support in CANoe.,CANoeCANalyzer/Security/SecuritySupport.md,True,查询模块总览与导航,False,,"['CANoeCANalyzer/Security/Security.md', 'CANoeCANalyzer/Ribbon/StimulationSimulation/SecurityConfiguration.md', 'CANoeCANalyzer/CANoeCANalyzerProductFamily.md', 'CANoeCANalyzer/Security/SecuritySources/SecuritySources.md', 'CANoeCANalyzer/Ribbon/File/Options/General/GeneralMessages.md']","['CANoeCANalyzer/Security/Security.md', 'CANoeCANalyzer/Ribbon/StimulationSimulation/SecurityConfiguration.md', 'CANoeCANalyzer/CANoeCANalyzerProductFamily.md', 'CANoeCANalyzer/Security/SecuritySources/SecuritySources.md', 'CANoeCANalyzer/Ribbon/File/Options/General/GeneralMessages.md']",miss,0,99.0,same_parent_candidates,CANoeCANalyzer,CANoeCANalyzer/Security,CANoeCANalyzer/Security/Security.md,True,True
105,complex_task_zh,我需要将Simulink导出的模型集成到CANoe中。我想了解CANoe对FMU（Functional Mock-up Unit）的支持版本，如何将模型变量映射到系统变量，以及联合仿真（Co-Simulation）与模型交换（Model Exchange）两种模式在CANoe中的实现差异。,CANoeCANalyzer/Interfaces/FMI.md,True,查询具体的工具/功能,False,,"['CANoeCANalyzer/Interfaces/MATLAB/MATLAB.md', 'CANoeCANalyzer/Interfaces/MATLAB/Setup/MATLABSetupCustIntCANoe.md', 'CANoeCANalyzer/Interfaces/FMIConfig.md', 'CANoeCANalyzer/Interfaces/MATLAB/MATLABExecutionModes.md', 'CANoeCANalyzer/CANoeCANalyzerProductFamily.md']","['CANoeCANalyzer/Interfaces/MATLAB/MATLAB.md', 'CANoeCANalyzer/Interfaces/MATLAB/Setup/MATLABSetupCustIntCANoe.md', 'CANoeCANalyzer/Interfaces/FMIConfig.md', 'CANoeCANalyzer/Interfaces/MATLAB/MATLABExecutionModes.md', 'CANoeCANalyzer/CANoeCANalyzerProductFamily.md']",miss,0,99.0,same_parent_candidates,CANoeCANalyzer,CANoeCANalyzer/Interfaces,CANoeCANalyzer/Interfaces/MATLAB/MATLAB.md,True,True
105,complex_task_en,"I need to integrate a model exported from Simulink into CANoe. I want to know which version of FMU (Functional Mock-up Unit) CANoe supports, how model variables are mapped to system variables, and the implementation differences between Co-Simulation and Model Exchange modes in CANoe.",CANoeCANalyzer/Interfaces/FMI.md,True,查询具体的工具/功能,False,,"['CANoeCANalyzer/Interfaces/FMIConfig.md', 'CANoeCANalyzer/Interfaces/MATLAB/MATLAB.md', 'CANoeCANalyzer/Interfaces/MATLAB/Setup/MATLABSetupCustIntCANoe.md', 'SampConf/IOhil/CANoe/FMI/FMIBasic.md', 'CANoeCANalyzer/Interfaces/MATLAB/MATLABExecutionModes.md']","['CANoeCANalyzer/Interfaces/FMIConfig.md', 'CANoeCANalyzer/Interfaces/MATLAB/MATLAB.md', 'CANoeCANalyzer/Interfaces/MATLAB/Setup/MATLABSetupCustIntCANoe.md', 'SampConf/IOhil/CANoe/FMI/FMIBasic.md', 'CANoeCANalyzer/Interfaces/MATLAB/MATLABExecutionModes.md']",miss,0,99.0,same_parent_candidates,CANoeCANalyzer,CANoeCANalyzer/Interfaces,CANoeCANalyzer/Interfaces/FMIConfig.md,True,True
106,simple_task_en,I want to consult the basic introduction and compilation process of the CAPL language.,CANoeCANalyzer/CAPL/CAPL.md,True,查询具体的工具/功能,False,,"['CANoeCANalyzer/CANopen/popups/capl.md', 'SampConf/popups/PopupCAPL.md', 'Shared/CAPL/CAPLIntroduction.md', 'CAPLBrowser/CAPLBrowser.md', 'CAPLFunctions/Other/CAPLGeneralStartPage.md']","['CANoeCANalyzer/CANopen/popups/capl.md', 'SampConf/popups/PopupCAPL.md', 'Shared/CAPL/CAPLIntroduction.md', 'CAPLBrowser/CAPLBrowser.md', 'CAPLFunctions/Other/CAPLGeneralStartPage.md']",miss,0,99.0,same_top_module_candidates,CANoeCANalyzer,CANoeCANalyzer/CAPL,CANoeCANalyzer/CANopen/popups/capl.md,False,True
111,simple_task_zh,我想通过脚本获取特定CAN通道的实时总线负载情况。,CAPLFunctions/ObjectOrientedProg/CAPLfunctionsOOPCAN.md,True,查询类的构造和定义,False,,"['CAPLFunctions/CAN/Functions/CAPLfunctionBusLoad.md', 'CAPLFunctions/CAN/Functions/CAPLfunctionCanGetBusLoad.md', 'CAPLFunctions/Obsolete/Functions/CAPLfunctionCanGetOverloadRate.md', 'CAPLFunctions/Obsolete/Functions/CAPLfunctionCanGetPeakLoad.md', 'CAPLFunctions/CAN/CAPLfunctionsCANOverview.md']","['CAPLFunctions/CAN/Functions/CAPLfunctionBusLoad.md', 'CAPLFunctions/CAN/Functions/CAPLfunctionCanGetBusLoad.md', 'CAPLFunctions/Obsolete/Functions/CAPLfunctionCanGetOverloadRate.md', 'CAPLFunctions/Obsolete/Functions/CAPLfunctionCanGetPeakLoad.md', 'CAPLFunctions/CAN/CAPLfunctionsCANOverview.md']",miss,0,99.0,same_top_module_candidates,CAPLFunctions,CAPLFunctions/ObjectOrientedProg,CAPLFunctions/CAN/Functions/CAPLfunctionBusLoad.md,False,True
111,simple_task_en,I want to get the real-time bus load of a specific CAN channel via script.,CAPLFunctions/ObjectOrientedProg/CAPLfunctionsOOPCAN.md,True,查询类的构造和定义,False,,"['CAPLFunctions/CAN/Functions/CAPLfunctionBusLoad.md', 'CAPLFunctions/CAN/Functions/CAPLfunctionCanGetBusLoad.md', 'COMInterface/Objects/COMObjectCANBusStatistic.md', 'CAPLFunctions/CAN/CAPLfunctionsCANOverview.md', 'CAPLFunctions/Obsolete/Functions/CAPLfunctionCanGetPeakLoad.md']","['CAPLFunctions/CAN/Functions/CAPLfunctionBusLoad.md', 'CAPLFunctions/CAN/Functions/CAPLfunctionCanGetBusLoad.md', 'COMInterface/Objects/COMObjectCANBusStatistic.md', 'CAPLFunctions/CAN/CAPLfunctionsCANOverview.md', 'CAPLFunctions/Obsolete/Functions/CAPLfunctionCanGetPeakLoad.md']",miss,0,99.0,same_top_module_candidates,CAPLFunctions,CAPLFunctions/ObjectOrientedProg,CAPLFunctions/CAN/Functions/CAPLfunctionBusLoad.md,False,True
116,simple_task_zh,我想了解如何使用TcpSocket类在CAPL中建立一个基于TCP的通信连接。,CAPLFunctions/ObjectOrientedProg/CAPLfunctionsOOPTCPSocket.md,True,查询类的构造和定义,False,,"['Shared/CAPL/TCPIPAPI/TCPIPAPI.md', 'CAPLFunctions/TCPIPAPI/Functions/CAPLfunctionTCPConnect.md', 'SampConf/Ethernet/CANoe/Chat/ChatTCPcn.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionSomeIpEstablishTCPConnection.md', 'SampConf/Ethernet/CANoe/TCPBasicCAPL/TCPBasicCAPLCN.md']","['Shared/CAPL/TCPIPAPI/TCPIPAPI.md', 'CAPLFunctions/TCPIPAPI/Functions/CAPLfunctionTCPConnect.md', 'SampConf/Ethernet/CANoe/Chat/ChatTCPcn.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionSomeIpEstablishTCPConnection.md', 'SampConf/Ethernet/CANoe/TCPBasicCAPL/TCPBasicCAPLCN.md']",miss,0,99.0,same_top_module_candidates,CAPLFunctions,CAPLFunctions/ObjectOrientedProg,Shared/CAPL/TCPIPAPI/TCPIPAPI.md,False,True
117,simple_task_en,I want to know how to configure the diagnostic communication callback interface when simulating an ECU.,CAPLFunctions/Diagnostics/CAPLfunctionsDiagnosticsConnectionCommunicationLayer.md,True,查询核心概念与技术细节,False,,"['CAPLFunctions/KLine/Functions/CAPLfunctionDiagInitEcuSimulation.md', 'CANoeCANalyzer/FlexRay/FRHowTo/FRHowToECUDiagnosticSim.md', 'CAPLFunctions/Diagnostics/CAPLfunctionsDiagnosticsECUImplementation.md', 'CANoeCANalyzer/Diagnostics/Simulation/DiagSimulation.md', 'CAPLFunctions/Diagnostics/Functions/CAPLfunctionDiagSetTarget.md']","['CAPLFunctions/KLine/Functions/CAPLfunctionDiagInitEcuSimulation.md', 'CANoeCANalyzer/FlexRay/FRHowTo/FRHowToECUDiagnosticSim.md', 'CAPLFunctions/Diagnostics/CAPLfunctionsDiagnosticsECUImplementation.md', 'CANoeCANalyzer/Diagnostics/Simulation/DiagSimulation.md', 'CAPLFunctions/Diagnostics/Functions/CAPLfunctionDiagSetTarget.md']",miss,0,99.0,same_parent_candidates,CAPLFunctions,CAPLFunctions/Diagnostics,CAPLFunctions/KLine/Functions/CAPLfunctionDiagInitEcuSimulation.md,True,True
120,simple_task_zh,我想了解测试服务库（TSL）提供的函数分类及其实现的基本功能。,CAPLFunctions/Test/CAPLfunctionsTSLOverview.md,True,查询模块总览与导航,False,,"['CANoeCANalyzer/Test/TestServiceLibrary/TSLIntroduction.md', 'CANoeCANalyzer/Test/TestServiceLibrary/TSLWorkingWithTSLFunctions.md', 'CAPLFunctions/Test/CAPLfunctionsTSLFunctionTypes.md', 'CANoeCANalyzer/Test/TestServiceLibrary.md', 'CANoeCANalyzer/J1939/j1939tsl/j1939tslOverview.md']","['CANoeCANalyzer/Test/TestServiceLibrary/TSLIntroduction.md', 'CANoeCANalyzer/Test/TestServiceLibrary/TSLWorkingWithTSLFunctions.md', 'CAPLFunctions/Test/CAPLfunctionsTSLFunctionTypes.md', 'CANoeCANalyzer/Test/TestServiceLibrary.md', 'CANoeCANalyzer/J1939/j1939tsl/j1939tslOverview.md']",miss,0,99.0,same_parent_candidates,CAPLFunctions,CAPLFunctions/Test,CANoeCANalyzer/Test/TestServiceLibrary/TSLIntroduction.md,True,True
134,simple_task_zh,我想了解如何通过CAPL函数控制交互层（IL）的运行状态，比如启动或停止信号仿真。,CAPLFunctions/CANoeIL/CAPLfunctionsCANoeILOverview.md,True,查询交互层/IL的使用,False,,"['CAPLFunctions/CANoeIL/Functions/CAPLfunctionILControlStart.md', 'CAPLFunctions/CANoeIL/Functions/CAPLfunctionILControlSimulationOn.md', 'CAPLFunctions/CANoeIL/Functions/CAPLfunctionILControlStop.md', 'CAPLFunctions/Obsolete/Functions/CAPLfunctionILControlWait.md', 'CAPLFunctions/CANoeIL/Functions/CAPLfunctionILControlSimulationOff.md']","['CAPLFunctions/CANoeIL/Functions/CAPLfunctionILControlStart.md', 'CAPLFunctions/CANoeIL/Functions/CAPLfunctionILControlSimulationOn.md', 'CAPLFunctions/CANoeIL/Functions/CAPLfunctionILControlStop.md', 'CAPLFunctions/Obsolete/Functions/CAPLfunctionILControlWait.md', 'CAPLFunctions/CANoeIL/Functions/CAPLfunctionILControlSimulationOff.md']",miss,0,99.0,same_top_module_candidates,CAPLFunctions,CAPLFunctions/CANoeIL,CAPLFunctions/CANoeIL/Functions/CAPLfunctionILControlStart.md,False,True
134,simple_task_en,"I want to know how to control the running state of the Interaction Layer (IL) via CAPL functions, such as starting or stopping signal simulation.",CAPLFunctions/CANoeIL/CAPLfunctionsCANoeILOverview.md,True,查询交互层/IL的使用,False,,"['CAPLFunctions/CANoeIL/Functions/CAPLfunctionILControlStart.md', 'CAPLFunctions/CANoeIL/Functions/CAPLfunctionILControlSimulationOn.md', 'CAPLFunctions/CANoeIL/Functions/CAPLfunctionILNodeControlSimulationOn.md', 'CAPLFunctions/CANoeIL/Functions/CAPLfunctionILControlStop.md', 'CAPLFunctions/CANoeIL/Functions/CAPLfunctionILControlSimulationOff.md']","['CAPLFunctions/CANoeIL/Functions/CAPLfunctionILControlStart.md', 'CAPLFunctions/CANoeIL/Functions/CAPLfunctionILControlSimulationOn.md', 'CAPLFunctions/CANoeIL/Functions/CAPLfunctionILNodeControlSimulationOn.md', 'CAPLFunctions/CANoeIL/Functions/CAPLfunctionILControlStop.md', 'CAPLFunctions/CANoeIL/Functions/CAPLfunctionILControlSimulationOff.md']",miss,0,99.0,same_top_module_candidates,CAPLFunctions,CAPLFunctions/CANoeIL,CAPLFunctions/CANoeIL/Functions/CAPLfunctionILControlStart.md,False,True
139,simple_task_zh,"我想查询不同版本的LIN协议（如1.x, 2.x, SAE-J2602）在硬件配置参数上的具体差异。",CAPLFunctions/LIN/CAPLfunctionsLINHardwareConfiguration.md,True,查询核心概念与技术细节,False,,"['CANoeCANalyzer/LIN/LINProtocols/SAEJ2602v2020.md', 'CANoeCANalyzer/LIN/LINProtocols/SAEJ2602v2012.md', 'COMInterface/Objects/COMObjectLinProtocolVersion.md', 'CANoeCANalyzer/LIN/LINProtocols/LIN_1x.md', 'CANoeCANalyzer/LIN/LINProtocols/LIN_Support_of_Spec_20.md']","['CANoeCANalyzer/LIN/LINProtocols/SAEJ2602v2020.md', 'CANoeCANalyzer/LIN/LINProtocols/SAEJ2602v2012.md', 'COMInterface/Objects/COMObjectLinProtocolVersion.md', 'CANoeCANalyzer/LIN/LINProtocols/LIN_1x.md', 'CANoeCANalyzer/LIN/LINProtocols/LIN_Support_of_Spec_20.md']",miss,0,99.0,lexically_related_other_branch,CAPLFunctions,CAPLFunctions/LIN,CANoeCANalyzer/LIN/LINProtocols/SAEJ2602v2020.md,False,False
146,simple_task_zh,我想在脚本中实现基本的UDP网络通信功能。,CAPLFunctions/ObjectOrientedProg/CAPLfunctionsOOPUDPSocket.md,True,查询类的构造和定义,False,,"['SampConf/Ethernet/CANoe/UDPBasicCAPL/UDPBasicCAPLCN.md', 'SampConf/Ethernet/CANoe/UDP/UDPDotNET.md', 'CAPLFunctions/IP/Methods/CAPLfunctionIsUDP.md', 'CAPLFunctions/IP/Methods/CAPLfunctionSetToUDP.md', 'CAPLFunctions/Diagnostics/Functions/CAPLfunctionDoIPUDPSend.md']","['SampConf/Ethernet/CANoe/UDPBasicCAPL/UDPBasicCAPLCN.md', 'SampConf/Ethernet/CANoe/UDP/UDPDotNET.md', 'CAPLFunctions/IP/Methods/CAPLfunctionIsUDP.md', 'CAPLFunctions/IP/Methods/CAPLfunctionSetToUDP.md', 'CAPLFunctions/Diagnostics/Functions/CAPLfunctionDoIPUDPSend.md']",miss,0,99.0,same_top_module_candidates,CAPLFunctions,CAPLFunctions/ObjectOrientedProg,SampConf/Ethernet/CANoe/UDPBasicCAPL/UDPBasicCAPLCN.md,False,True
146,simple_task_en,I want to implement basic UDP network communication in my script.,CAPLFunctions/ObjectOrientedProg/CAPLfunctionsOOPUDPSocket.md,True,查询类的构造和定义,False,,"['SampConf/Ethernet/CANoe/UDPBasicCAPL/UDPBasicCAPLCN.md', 'SampConf/Ethernet/CANoe/UDP/UDPDotNET.md', 'CAPLFunctions/Diagnostics/Functions/CAPLfunctionDoIPUDPSend.md', 'CAPLFunctions/IP/Methods/CAPLfunctionSetToUDP.md', 'CAPLFunctions/Diagnostics/Functions/CAPLfunctionDoIPUDPSendPort.md']","['SampConf/Ethernet/CANoe/UDPBasicCAPL/UDPBasicCAPLCN.md', 'SampConf/Ethernet/CANoe/UDP/UDPDotNET.md', 'CAPLFunctions/Diagnostics/Functions/CAPLfunctionDoIPUDPSend.md', 'CAPLFunctions/IP/Methods/CAPLfunctionSetToUDP.md', 'CAPLFunctions/Diagnostics/Functions/CAPLfunctionDoIPUDPSendPort.md']",miss,0,99.0,same_top_module_candidates,CAPLFunctions,CAPLFunctions/ObjectOrientedProg,SampConf/Ethernet/CANoe/UDPBasicCAPL/UDPBasicCAPLCN.md,False,True
