case_idx,query_field,query,target_path,target_in_index,category,hit_top5,rank,result_paths
313,complex_task_en,"I need to dynamically adjust the service-oriented communication configuration. The task is to revoke a specific attribute previously added to a service instance, so that the system no longer sends notifications for that attribute and stops responding to associated getter or setter requests.",CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionSomeIpRemoveField.md,True,查询具体的函数/方法,True,12.0,"['CAPLFunctions/DistributedObjects/Methods/CAPLfunctiondistObjBlueprintRemoveAttribute.md', 'CAPLFunctions/DistributedObjects/Methods/CAPLfunctiondistObjMemberBlueprintRemoveAttribute.md', 'CAPLFunctions/CommunicationObjects/Functions/CAPLfunctionSDRemoveProvider.md', 'CAPLFunctions/CommunicationObjects/Methods/CAPLfunctionServiceProviderRefReleaseService.md', 'CAPLFunctions/CommunicationObjects/Methods/CAPLfunctionConsumedServiceRefReleaseService.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionSomeIpSDReleaseService.md', 'CAPLFunctions/CommunicationObjects/Functions/CAPLfunctionSDRemoveConsumer.md', 'CAPLFunctions/CommunicationObjects/Functions/CAPLfunctionSDUnnnounceProvider.md', 'CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLfunctionAREthReleaseProvidedServiceInstance.md', 'CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLfunctionAREthReleaseConsumedServiceInstance.md', 'CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLfunctionAREthSDReleaseService.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionSomeIpRemoveField.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionSomeIpReleaseConsumedServiceInstance.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionSomeIpReleaseProvidedServiceInstance.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionSomeIpRemoveFieldConsumer.md']"
314,simple_task_zh,我想在运行仿真时自动打开一个特定的面板。,CAPLFunctions/Other/Functions/CAPLfunctionOpenPanel.md,True,查询具体的函数/方法,True,1.0,"['CAPLFunctions/Other/Functions/CAPLfunctionOpenPanel.md', 'SampConf/ISO11783/CANoe/ISO11783SystemDemo/Functions/Panels.md', 'CANoeCANalyzer/Windows/ApplicationLayerStimulation/ApplicationPanel.md', 'CANoeCANalyzer/DesktopManagement/DesktopConceptPanelConfiguration.md', 'CANoeCANalyzer/LibrariesPackages/ModelGeneration/ModelGenerationWizardPanels.md', 'CANoeCANalyzer/DesktopManagement/DesktopAdministrationInsertPanel.md', 'CANoeCANalyzer/Windows/SymbolPanel.md', 'COMInterface/Objects/COMObjectPanelSetup.md', 'CANoeCANalyzer/DesktopManagement/DesktopConceptPanelConfigurationSettings.md', 'CANoeCANalyzer/General/PanelsOverview.md', 'COMInterface/Objects/COMObjectPanel.md', 'CAPLFunctions/Other/Functions/CAPLfunctionClosePanel.md', 'SampConf/J1939/CANoe/J1939SystemDemo/Functions/J1939SystemDemoPanels.md', 'COMInterface/Objects/COMObjectPanels.md', 'CANoeCANalyzer/DesktopManagement/DesktopConceptPanelConfigurationAdvanced.md']"
314,complex_task_zh,我现在需要优化测试环境的交互体验。任务是在脚本执行到特定阶段时，通过代码控制用户界面的显示，弹出指定的图形化操作窗口，以便测试人员进行手动干预或查看实时数据。,CAPLFunctions/Other/Functions/CAPLfunctionOpenPanel.md,True,查询具体的函数/方法,False,,"['CANoeCANalyzer/Test/TestSequenceInteraction.md', 'CANoeCANalyzer/Windows/TestEnvironments/TestEnvironmentsShortcutMenu.md', 'CANoeCANalyzer/Windows/TraceTest/TestTraceWindow.md', 'CANoeCANalyzer/SCOPE/ScopeTestModuleIntegration.md', 'CANoeCANalyzer/General/KeyboardOperationMeasurement.md', 'CANoeCANalyzer/Windows/Windows.md', 'CANoeCANalyzer/Test/TestUnits/TUExecution.md', 'CANoeCANalyzer/J1939/blocks/gnsssimulator/procedures/gsShiftGraphic.md', 'CANoeCANalyzer/Windows/Graphics/GraphicsWindowUseCases.md', 'CAPLFunctions/CANoeIL/CAPLfunctionsCANoeILOverviewExecContext.md', 'CANoeCANalyzer/Test/TestStimulationExamination.md', 'CANoeCANalyzer/Windows/TraceTest/TestTraceWindowExamples.md', 'CANoeCANalyzer/J1939/blocks/gnssmonitor/procedures/gmShiftGraphic.md', 'CANoeCANalyzer/Windows/TraceTest/TestTraceWindowFeatures.md', 'CANoeCANalyzer/Windows/TraceTest/Configuration/TestTraceConfigColumns.md']"
314,simple_task_en,I want to automatically open a specific panel during simulation.,CAPLFunctions/Other/Functions/CAPLfunctionOpenPanel.md,True,查询具体的函数/方法,True,1.0,"['CAPLFunctions/Other/Functions/CAPLfunctionOpenPanel.md', 'CANoeCANalyzer/Windows/ApplicationLayerStimulation/ApplicationPanel.md', 'SampConf/ISO11783/CANoe/ISO11783SystemDemo/Functions/Panels.md', 'CAPLFunctions/Other/Functions/CAPLfunctionClosePanel.md', 'CANoeCANalyzer/Windows/SymbolPanel.md', 'CANoeCANalyzer/LibrariesPackages/ModelGeneration/ModelGenerationWizardPanels.md', 'COMInterface/Objects/COMObjectPanel.md', 'COMInterface/Properties/COMPropertySimulation.md', 'COMInterface/Objects/COMObjectPanelSetup.md', 'CAPLFunctions/Other/Functions/CAPLfunctionEnableControl.md', 'SampConf/J1939/CANoe/J1939SystemDemo/Functions/J1939SystemDemoPanels.md', 'CANoeCANalyzer/General/PanelsOverview.md', 'COMInterface/Objects/COMObjectPanels.md', 'CANoeCANalyzer/DesktopManagement/DesktopConceptPanelConfiguration.md', 'COMInterface/Samples/COMSamplesVBPanelControl.md']"
314,complex_task_en,"I need to optimize the interactive experience of the test environment. The task is to control the display of the user interface through code when the script reaches a specific stage, popping up a designated graphical operation window for testers to perform manual intervention or view real-time data.",CAPLFunctions/Other/Functions/CAPLfunctionOpenPanel.md,True,查询具体的函数/方法,False,,"['CANoeCANalyzer/Test/TestSequenceInteraction.md', 'CANoeCANalyzer/General/KeyboardOperationMeasurement.md', 'CANoeCANalyzer/Windows/Graphics/GraphicsWindowUseCases.md', 'CANoeCANalyzer/Windows/Graphics/GraphicsDiagramPause.md', 'CANoeCANalyzer/J1939/blocks/gnsssimulator/procedures/gsShiftGraphic.md', 'QuickStartGuide/08AnalysisOfSignalResponsesInTheGraphicsWindow/08AnalysisSigRespGraphicsWindow.md', 'CANoeCANalyzer/Windows/Windows.md', 'CANoeCANalyzer/Windows/TraceTest/TestTraceWindow.md', 'CANoeCANalyzer/SCOPE/ScopeTestModuleIntegration.md', 'CANoeCANalyzer/Test/TestReport/TestReportWindowCapture.md', 'CANoeCANalyzer/Windows/Graphics/GraphicsWindow.md', 'CANoeCANalyzer/J1939/blocks/gnssmonitor/procedures/gmShiftGraphic.md', 'CANoeCANalyzer/Windows/TraceTest/TestTraceWindowFeatures.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestReportAddWindowCapture.md', 'CANoeCANalyzer/J1939/blocks/gnssmonitor/procedures/gmZoomGraphic.md']"
315,simple_task_zh,我想检查一个网络端点是否正在使用TCP协议。,CAPLFunctions/IP/Methods/CAPLfunctionIsTCP.md,True,查询具体的函数/方法,True,1.0,"['CAPLFunctions/IP/Methods/CAPLfunctionIsTCP.md', 'CAPLFunctions/IP/Methods/CAPLfunctionIsUDP.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionSomeIpTCPListen.md', 'CAPLFunctions/IP/Methods/CAPLfunctionSetToTCP.md', 'COMInterface/Properties/COMPropertyTcp.md', 'CAPLFunctions/IP/Methods/CAPLfunctionProtocolIsAvailable.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionSomeIpGetProtocol.md', 'CAPLFunctions/IP/Objects/CAPLfunctionIPEndpoint.md', 'CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLfunctionAREthTCPListen.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestGetWaitPDUsTPTCPDstPort.md', 'CAPLFunctions/SmartCharging/Callbacks/CAPLfunctionSCC_TCPConnectInd.md', 'CANoeCANalyzer/Ethernet/Protocols/ProtocolHTTPOverview.md', 'CAPLFunctions/IP/Methods/CAPLfunctionIsAvailable.md', 'CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLfunctionAREthGetProtocol.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestGetWaitPDUsTPUDPDstPort.md']"
315,complex_task_zh,我现在需要编写一段兼容多种传输层的逻辑。任务是判断给定的网络通信地址对象的底层类型，确认它当前是否配置为面向连接的传输方式，从而决定下一步是调用握手流程还是直接发送数据报。,CAPLFunctions/IP/Methods/CAPLfunctionIsTCP.md,True,查询具体的函数/方法,True,1.0,"['CAPLFunctions/IP/Methods/CAPLfunctionIsTCP.md', 'CAPLFunctions/SmartCharging/CCSBindingFunctions/CAPLfunctionTransportLayerConnectInd.md', 'CANoeCANalyzer/Windows/CommunicationSetup/ComSetupApplicationLayerObjects.md', 'COMInterface/Properties/COMPropertyTcp.md', 'CAPLFunctions/IP/Methods/CAPLfunctionIsUDP.md', 'CAPLFunctions/IP/Objects/CAPLfunctionIPEndpoint.md', 'CAPLFunctions/SmartCharging/Callbacks/CAPLfunctionSCC_TCPConnectInd.md', 'CAPLFunctions/DistributedObjects/Methods/CAPLfunctiondistObjRefIsConnected.md', 'CANoeCANalyzer/Windows/ProtocolMonitor/ProtocolMonitorConcept.md', 'CAPLFunctions/DistributedObjects/Methods/CAPLfunctiondistObjRefIsConnectedTo.md', 'CAPLFunctions/ISO11783/ISOInteractionLayer/Functions/CAPLfunctionIso11783ILtimContinueConnection.md', 'ModelEditor/ModelEditorTransportProtocol.md', 'CAPLFunctions/IP/Methods/CAPLfunctionSetToTCP.md', 'CAPLFunctions/IP/Methods/CAPLfunctionSetToUDP.md', 'CAPLFunctions/DistributedObjects/Methods/CAPLfunctiondistObjRefConnectTo.md']"
315,simple_task_en,I want to check if a network endpoint is using the TCP protocol.,CAPLFunctions/IP/Methods/CAPLfunctionIsTCP.md,True,查询具体的函数/方法,True,1.0,"['CAPLFunctions/IP/Methods/CAPLfunctionIsTCP.md', 'CAPLFunctions/IP/Methods/CAPLfunctionIsUDP.md', 'CAPLFunctions/IP/Methods/CAPLfunctionSetToTCP.md', 'COMInterface/Properties/COMPropertyTcp.md', 'CAPLFunctions/IP/Objects/CAPLfunctionIPEndpoint.md', 'CAPLFunctions/IP/Methods/CAPLfunctionProtocolIsAvailable.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionSomeIpGetProtocol.md', 'CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLfunctionAREthGetProtocol.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionSomeIpTCPListen.md', 'CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLfunctionAREthTCPListen.md', 'CAPLFunctions/IP/Methods/CAPLfunctionSetTransportProtocolToUnknown.md', 'CAPLFunctions/IP/Methods/CAPLfunctionGetDestinationIPEndpoint.md', 'CAPLFunctions/IP/Methods/CAPLfunctionIsAvailable.md', 'CAPLFunctions/IP/Methods/CAPLfunctionProtocolFieldIsAvailable.md', 'CAPLFunctions/IP/Methods/CAPLfunctionSetToUDP.md']"
315,complex_task_en,"I need to write logic compatible with multiple transport layers. The task is to determine the underlying type of a given network communication address object and confirm whether it is currently configured for a connection-oriented transmission mode, thus deciding whether the next step is to call a handshake process or send a datagram directly.",CAPLFunctions/IP/Methods/CAPLfunctionIsTCP.md,True,查询具体的函数/方法,True,2.0,"['CAPLFunctions/SmartCharging/CCSBindingFunctions/CAPLfunctionTransportLayerConnectInd.md', 'CAPLFunctions/IP/Methods/CAPLfunctionIsTCP.md', 'CAPLFunctions/IP/Methods/CAPLfunctionIsUDP.md', 'CANoeCANalyzer/SimulationStimulation/TransportProtocol.md', 'CANoeCANalyzer/Windows/CommunicationSetup/ComSetupApplicationLayerObjects.md', 'CAPLFunctions/Diagnostics/Functions/CAPLfunctionDiagGetSendingMode.md', 'CAPLFunctions/IP/Methods/CAPLfunctionSetTransportProtocolToUnknown.md', 'CANoeCANalyzer/CommunicationConcept/CCBinding.md', 'ModelEditor/ModelEditorTransportProtocol.md', 'CANoeCANalyzer/Diagnostics/J1939/DiagJ1939TransportLayer.md', 'COMInterface/Properties/COMPropertyTcp.md', 'CANoeCANalyzer/Diagnostics/DiagISOTPconfig/DiagSettings/DiagDescTL.md', 'CAPLFunctions/IP/Methods/CAPLfunctionSetToTCP.md', 'CANoeCANalyzer/Diagnostics/DiagISOTPconfig/DiagSettings/DiagDescDiagLayer.md', 'CAPLFunctions/IP/Methods/CAPLfunctionSetToUDP.md']"
316,simple_task_zh,我想获取X.509证书中的授权密钥标识符。,CAPLFunctions/Security/Functions/CAPLfunctionX509CertificateGetAuthorityKeyIdentifier.md,True,查询具体的函数/方法,True,1.0,"['CAPLFunctions/Security/Functions/CAPLfunctionX509CertificateGetAuthorityKeyIdentifier.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509Signer_GetAuthorityKeyIdentifier.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509CertificateGetPublicKeyAlgIdentifier.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509Signer_GetSubjectKeyIdentifier.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509CertificateGetSubjectKeyIdentifier.md', 'CAPLFunctions/SmartCharging/Functions/CAPLfunctionSCC_GetRootCertificateID.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509CertificateGetSignatureAlgIdentifier.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509CertificateSetAuthorityKeyIdentifier.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509Signer_GetSignatureAlgIdentifier.md', 'CAPLFunctions/Security/Functions/CAPLfunctionPkcs10SigningRequest_GetPublicKeyAlgIdentifier.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509CertificateSetAuthorityKeyIdentifierFromKey.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509AlgIdentifierGetOid.md', 'CAPLFunctions/Security/Functions/CAPLfunctionPkcs10SigningRequest_GetSignatureAlgIdentifier.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509CertificateSetPublicKeyAlgIdentifier.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509CertificateSetSubjectKeyIdentifier.md']"
316,complex_task_zh,我正在构建一个证书链验证逻辑。任务是查询特定证书句柄中名为“AuthorityKeyIdentifier”的扩展项内容，以便确认签发该证书的CA节点的标识信息。,CAPLFunctions/Security/Functions/CAPLfunctionX509CertificateGetAuthorityKeyIdentifier.md,True,查询具体的函数/方法,True,1.0,"['CAPLFunctions/Security/Functions/CAPLfunctionX509CertificateGetAuthorityKeyIdentifier.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509Signer_GetAuthorityKeyIdentifier.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509CertificateSetAuthorityKeyIdentifier.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509CertificateSetAuthorityKeyIdentifierFromKey.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509CertificateGetSubjectKeyIdentifier.md', 'CAPLFunctions/SmartCharging/Functions/CAPLfunctionSCC_GetCertificateChainData.md', 'CAPLFunctions/SmartCharging/Functions/CAPLfunctionSCC_GetCertificateChainCertificate.md', 'CAPLFunctions/SmartCharging/Functions/CAPLfunctionSCC_GetRootCertificateID.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509Signer_GetSubjectKeyIdentifier.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509PkiAccess_LoadCertificateByKeyIdentifier.md', 'CAPLFunctions/Car2x/Functions/CAPLfunctionC2xSecCertificateGetHandle.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509CertificateGetSignatureAlgIdentifier.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509Signer_GetSignatureAlgIdentifier.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509CertificateSetSubjectKeyIdentifierFromKey.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509PkiAccess_LoadSignerByKeyIdentifier.md']"
316,simple_task_en,I want to get the Authority Key Identifier from an X.509 certificate.,CAPLFunctions/Security/Functions/CAPLfunctionX509CertificateGetAuthorityKeyIdentifier.md,True,查询具体的函数/方法,True,1.0,"['CAPLFunctions/Security/Functions/CAPLfunctionX509CertificateGetAuthorityKeyIdentifier.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509Signer_GetAuthorityKeyIdentifier.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509CertificateSetAuthorityKeyIdentifier.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509CertificateSetAuthorityKeyIdentifierFromKey.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509CertificateGetSubjectKeyIdentifier.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509Signer_GetSubjectKeyIdentifier.md', 'CAPLFunctions/SmartCharging/Functions/CAPLfunctionSCC_GetRootCertificateID.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509CertificateGetPublicKeyAlgIdentifier.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509CertificateGetSignatureAlgIdentifier.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509PkiAccess_LoadCertificateByKeyIdentifier.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509Signer_GetSignatureAlgIdentifier.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509Oid_GetOid.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509CertificateSetSubjectKeyIdentifierFromKey.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509CertificateSetSubjectKeyIdentifier.md', 'CAPLFunctions/Security/Functions/CAPLfunctionPkcs10SigningRequest_GetPublicKeyAlgIdentifier.md']"
316,complex_task_en,"I am building certificate chain verification logic. The task is to query the content of the extension named ""AuthorityKeyIdentifier"" in a specific certificate handle, to confirm the identification information of the CA node that issued the certificate.",CAPLFunctions/Security/Functions/CAPLfunctionX509CertificateGetAuthorityKeyIdentifier.md,True,查询具体的函数/方法,True,1.0,"['CAPLFunctions/Security/Functions/CAPLfunctionX509CertificateGetAuthorityKeyIdentifier.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509Signer_GetAuthorityKeyIdentifier.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509CertificateSetAuthorityKeyIdentifier.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509CertificateSetAuthorityKeyIdentifierFromKey.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509CertificateGetSubjectKeyIdentifier.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509Signer_GetSubjectKeyIdentifier.md', 'CAPLFunctions/SmartCharging/Functions/CAPLfunctionSCC_GetRootCertificateID.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509Extension_GetOid.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509PkiAccess_LoadCertificateByKeyIdentifier.md', 'CAPLFunctions/SmartCharging/Functions/CAPLfunctionSCC_GetCertificateChainData.md', 'CAPLFunctions/SmartCharging/Functions/CAPLfunctionSCC_GetCertificateChainCertificate.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509CertificateGetExtensions.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509CertificateSetSubjectKeyIdentifierFromKey.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509CertificateSetSubjectKeyIdentifier.md', 'CAPLFunctions/Security/Functions/CAPLfunctionX509Oid_GetOid.md']"
317,simple_task_zh,我想在面向服务的以太网交互层收到消息时执行一些预处理逻辑。,CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLfunctionOnAREthProcessRxMessage.md,True,查询回调函数,False,,"['CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLfunctionOnAREthPrepareEvent.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionOnSomeIpPrepareEvent.md', 'CAPLFunctions/ISO11783/ISOInteractionLayerFS/Functions/CAPLfunctionIso11783FSILOnTxPrepare.md', 'CLibraryAPI/Functions/CAPLFunctioncclLinSetPreDispatchMessageHandler.md', 'CANoeCANalyzer/Ethernet/ILSomeIP/ILSomeIP.md', 'CAPLFunctions/J1939/GBT27930InteractionLayer/Functions/CAPLfunctionGBT27930ILOnTxPrepare.md', 'CAPLFunctions/IP/AUTOSARethIL/CAPLfunctionsAREthILOverview.md', 'CAPLFunctions/J1939/GBT27930InteractionLayer/Functions/CAPLfunctionGBT27930ILOnRxMessage.md', 'CAPLFunctions/ISO11783/ISOInteractionLayerVT/Functions/CAPLfunctionIso11783VTILOnTxPrepare.md', 'CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLfunctionOnAREthMessage.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINtpPreSend.md', 'CAPLFunctions/IP/AVBIL/Functions/CAPLfunctionOnPtpSendPrepare.md', 'CAPLFunctions/ISO11783/ISOInteractionLayer/Functions/CAPLfunctionIso11783ILOnTxPrepare.md', 'CAPLFunctions/ISO11783/ISOInteractionLayerTC/Functions/CAPLfunctionIso11783TCILOnTxPrepare.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionSomeIpAddEvent.md']"
317,complex_task_zh,现在的任务是拦截进入交互层的以太网数据包。我需要编写一个回调函数，当系统检测到SOME/IP消息到达时，允许我根据消息句柄决定是让其继续通过被后续模块处理，还是直接在这里滤掉。,CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLfunctionOnAREthProcessRxMessage.md,True,查询回调函数,True,10.0,"['CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionOnSomeIpMessage.md', 'CAPLFunctions/IP/SOMEIPIL/CAPLfunctionsSomeIPILOverview.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionOnSomeIpProcessRxMessage.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionOnSomeIpProcessTxMessage.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionOnSomeIpEventReceived.md', 'CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLfunctionOnAREthMessage.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionOnSomeIpMethodRequest.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionOnSomeIpMethodResponse.md', 'CANoeCANalyzer/Ethernet/ILSomeIP/ILSomeIP.md', 'CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLfunctionOnAREthProcessRxMessage.md', 'CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLfunctionOnAREthProcessTxMessage.md', 'CAPLFunctions/IP/AUTOSARethIL/CAPLfunctionsAREthILOverview.md', 'CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLfunctionOnAREthMethodRequest.md', 'CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLfunctionOnAREthEventReceived.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionOnSomeIpMethodError.md']"
317,simple_task_en,I want to perform some preprocessing logic when a service-oriented Ethernet interaction layer receives a message.,CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLfunctionOnAREthProcessRxMessage.md,True,查询回调函数,True,1.0,"['CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLfunctionOnAREthProcessRxMessage.md', 'CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLfunctionOnAREthMessage.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionOnSomeIpProcessRxMessage.md', 'CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLfunctionOnAREthPrepareEvent.md', 'CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLfunctionOnAREthProcessTxMessage.md', 'CAPLFunctions/IP/EventProcedures/CAPLfunctionOnEthernetPacket.md', 'CLibraryAPI/Functions/CAPLFunctioncclLinSetPreDispatchMessageHandler.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionOnSomeIpPrepareEvent.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionOnSomeIpMessage.md', 'CAPLFunctions/J1939/GBT27930InteractionLayer/Functions/CAPLfunctionGBT27930ILOnRxMessage.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionOnSomeIpProcessTxMessage.md', 'CAPLFunctions/IP/AUTOSARethIL/CAPLfunctionsAREthILOverview.md', 'CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLfunctionOnAREthEventReceived.md', 'CAPLFunctions/J1939/J1939InteractionLayer/Functions/CAPLfunctionJ1939ILOnRxMessage.md', 'CAPLFunctions/IP/EventProcedures/CAPLfunctionOnEthernetErrorPacket.md']"
317,complex_task_en,"The current task is to intercept Ethernet packets entering the interaction layer. I need to write a callback function that allows me to decide, based on the message handle, whether to let it continue through for subsequent module processing or filter it out here when the system detects a SOME/IP message arrival.",CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLfunctionOnAREthProcessRxMessage.md,True,查询回调函数,True,5.0,"['CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionOnSomeIpMessage.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionOnSomeIpProcessRxMessage.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionOnSomeIpProcessTxMessage.md', 'CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLfunctionOnAREthMessage.md', 'CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLfunctionOnAREthProcessRxMessage.md', 'CAPLFunctions/IP/SOMEIPIL/CAPLfunctionsSomeIPILOverview.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionOnSomeIpEventReceived.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionOnSomeIpMethodRequest.md', 'CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLfunctionOnAREthProcessTxMessage.md', 'CANoeCANalyzer/FunctionBlocks/Filter/IPFilter.md', 'CAPLFunctions/TCPIPAPI/EventProcedures/CAPLfunctionTCPIPOnIpReceivePrepare.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionSomeIpGetProtocol.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLfunctionOnSomeIpMethodResponse.md', 'CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLfunctionAREthGetProtocol.md', 'CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLfunctionOnAREthEventReceived.md']"
